time-pyr1[s],Pyr-1[C],time-pyr2[s],Pyr-2[C],time-tc4[s],TC-4[C]
,,57.253,792.71,43.0495,809.406488
,,57.347,792.57,43.1495,808.5826306
,,57.44,792.14,43.2495,807.7362109
,,57.534,791.81,43.3495,806.8515967
,,57.628,791.65,43.4495,806.0073462
,,57.721,791.1,43.5495,805.1517328
,,57.83,787.91,43.6495,804.3116748
,,57.924,787.62,43.7495,803.4681824
,,58.018,787.45,43.8495,802.5709338
,,58.111,787.07,43.9495,801.7281244
,,58.205,786.64,44.0495,800.8626337
,,58.298,786.47,44.1495,800.0216473
,,58.392,786.15,44.2495,799.1779114
,,58.501,782.71,44.3495,798.3088391
,,58.595,782.53,44.4495,797.4543958
,,58.688,782.24,44.5495,796.6302155
,,58.782,781.66,44.6495,795.7816254
,,58.876,781.58,44.7495,794.9274261
,,58.969,781.09,44.8495,794.1028271
,,59.063,781.09,44.9495,793.257746
,,59.188,778.03,45.0495,792.4857269
,,59.281,777.65,45.1495,791.6576208
,,59.375,777.22,45.2495,790.8563428
,,59.468,776.85,45.3495,790.0317474
,,59.562,776.64,45.4495,789.2690997
,,59.656,776.12,45.5495,788.4678229
,,59.749,775.65,45.6495,787.6859357
,,59.858,772.54,45.7495,786.9698407
,,59.952,772.39,45.8495,786.2431439
,,60.046,771.82,45.9495,785.5116595
,,60.139,771.68,46.0495,784.8255817
,,60.233,771.53,46.1495,784.1377539
,,60.326,770.94,46.2495,783.4887903
,,60.42,770.88,46.3495,782.8219421
,,60.748,767.04,46.4495,782.1693066
,,60.857,766.51,46.5495,781.5237598
,,60.95,766.27,46.6495,780.8645135
,,61.044,765.99,46.7495,780.1686578
,,61.138,765.28,46.8495,779.4077551
,,61.278,761.88,46.9495,778.6430133
,,61.372,761.38,47.0495,777.7214386
,,61.465,761.24,47.1495,776.7270642
,,61.559,760.85,47.2495,775.5925739
,,61.652,760.7,47.3495,774.4454578
,,61.746,759.82,47.4495,773.303858
,,61.84,759.6,47.5495,772.1723785
,,61.933,759.23,47.6495,771.097309
,,62.042,756.52,47.7495,770.0593024
,,62.136,756.15,47.8495,769.0407562
,,62.23,755.39,47.9495,768.0494617
,,62.323,755.11,48.0495,767.0660278
